txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
807,329916,DE,NL,leah.gillette@gmail.com,26/10/2016 12:55 AM,2f9e3225203a2c8713,mc_applepay,847152,CNY,0
808,747482,FR,FR,bryce.riffel@yahoo.com,26/10/2016 01:33 AM,d60b32ef9235e8c1f8,visaclassic,483962,GBP,0
809,731159,NI,NI,lavenia.jaffee@gmail.com,26/10/2016 04:00 AM,97aa2e1baae9be291c,mccommercialcredit,633631,AUD,1
810,872132,CN,CN,minh.admire@aol.com,26/10/2016 04:38 AM,f6faf4f600f7d6249d,visadebit,337589,AUD,0
811,342999,NL,NL,beata.swanner@hotmail.com,26/10/2016 05:50 AM,d6399114ea0516f03b,mccorporate,903234,USD,0
812,100786,CN,CN,ivy.rickenbacker@yahoo.com,26/10/2016 05:58 AM,08166e3f38b541aaca,mcatm,232005,CAD,0
813,849075,NI,NI,rashad.legendre@aol.com,26/10/2016 08:49 AM,ffad9d38bd642646f7,amex_androidpay,237286,CNY,1
814,425865,RO,RO,faye.lamy@yahoo.com,26/10/2016 09:13 AM,e77af1b9c1d310c038,mcstandardcredit,621896,NOK,0
815,688642,BE,BE,lannie.holzwarth@hotmail.com,26/10/2016 09:33 AM,bcbfbce3bd50b4c3b2,visafleetdebit,997454,SEK,0
816,407858,FR,US,roxie.palma@yahoo.com,26/10/2016 09:54 AM,cd974f307554c6db51,visaalphabankbonus,575913,NOK,0
817,786759,AU,AU,mallory.heyer@gmail.com,26/10/2016 10:18 AM,f175947392be6ae0ae,"bijcard, mccommercialdebit",151628,EUR,0
818,108772,FI,FI,teresa.hilgefort@yahoo.com,26/10/2016 11:21 AM,9e43b8c02ea23b060d,visaproprietary,516477,AUD,0
819,69375,NO,NO,annabel.stankiewicz@msn.com,26/10/2016 01:25 PM,764ecd32be997f7e85,bcmc_mobile,553514,GBP,0
820,240369,NL,NL,lonna.amann@hotmail.com,26/10/2016 01:56 PM,eb70521735b1bfa140,visafleetcredit,627024,CAD,0
821,878355,AU,AU,crissy.scoggins@yahoo.com,26/10/2016 02:40 PM,a74df70a5666fababb,visagold,546120,NOK,0
822,233128,FR,FR,wilton.krejci@msn.com,26/10/2016 04:12 PM,21ccf5519f42ad3720,amex_applepay,712518,USD,0
823,797473,CA,CA,roxie.palma@msn.com,26/10/2016 04:43 PM,7547127a71db11252f,visasignature,594337,SEK,0
824,436696,BE,BE,misty.havlik@aol.com,26/10/2016 05:12 PM,eccf8e47853c47d0e4,visafleetcredit,403154,EUR,0
825,345929,RO,RO,wilton.krejci@gmail.com,26/10/2016 06:20 PM,a5429d19a3f8b12bdd,mcalphabankbonus,546964,CAD,1
826,561215,BE,BE,audrey.lentini@yahoo.com,26/10/2016 06:36 PM,954bfd7af4c4c17a1d,amex_samsungpay,715385,AUD,0
827,588579,UA,UA,imogene.kasper@msn.com,26/10/2016 07:26 PM,6da51cdfc804cc1724,amex_androidpay,308537,CAD,1
828,377015,FR,FR,barbara.cullins@aol.com,26/10/2016 07:48 PM,fcd5b4cbfaeeb93a24,mc_androidpay,510121,SEK,0
829,560803,UA,UA,bryce.riffel@hotmail.com,26/10/2016 08:41 PM,ed4123db64086ff1d8,mcatm,627489,GBP,0
830,821302,NO,NO,beata.swanner@aol.com,26/10/2016 09:12 PM,feb5f4f92c2eeb4469,visacorporatecredit,752792,GBP,0
831,70718,NL,NL,herlinda.soltis@hotmail.com,26/10/2016 10:35 PM,6c09ad04b0606a4c36,mcpro,721132,EUR,0
832,591432,NI,NI,johnny.digiovanni@msn.com,26/10/2016 10:36 PM,bfccc27a89c2200a5c,travelmoney,463993,AUD,0
833,783912,UA,CN,rayford.vesey@gmail.com,26/10/2016 10:55 PM,08565c907d367e86b2,mcfleetcredit,505093,AUD,1
834,87314,US,US,marta.nathaniel@msn.com,26/10/2016 11:47 PM,95ba290a147b93a879,mcstandarddebit,480730,USD,0
835,79712,NI,NI,liana.lev@hotmail.com,27/10/2016 02:25 AM,c526fbce73c4ef010c,visa,718734,AUD,0
836,915631,AU,AU,ross.whitney@gmail.com,27/10/2016 03:11 AM,fd4ee7b87daee453ae,visadankort,866671,AUD,0
837,714778,NL,NL,beata.swanner@hotmail.com,27/10/2016 03:31 AM,d6399114ea0516f03b,mccorporate,903234,EUR,0
838,571503,FI,FI,agatha.mcclendon@gmail.com,27/10/2016 03:52 AM,de12de08c7ef0be2d1,visaplatinum,138372,USD,0
839,152569,FR,FR,thomasena.sprayberry@msn.com,27/10/2016 04:21 AM,f98fee95bbe18339d1,visadebit,240724,CAD,0
840,932595,US,US,gaynelle.beausoleil@aol.com,27/10/2016 05:23 AM,d39f5a79ca98bbf6f8,visafleetdebit,800028,EUR,0
841,826775,NI,NI,ardelia.mey@msn.com,27/10/2016 05:45 AM,a6521097362064cb3f,visapurchasingdebit,637977,CAD,0
842,917843,AU,AU,rebecka.sedlak@yahoo.com,27/10/2016 05:58 AM,b8fe45f405b4e443f8,mc_applepay,366039,CAD,0
843,805823,US,US,machelle.eastham@msn.com,27/10/2016 06:15 AM,fb10b372bfe8c9664d,visaalphabankbonus,276105,GBP,0
844,38891,US,US,amado.shoulders@gmail.com,27/10/2016 06:35 AM,d0f0c55895899ed130,visastandarddebit,430779,USD,0
845,80991,US,US,sherice.tims@hotmail.com,27/10/2016 07:03 AM,d2e47b9949793a95f4,mccorporatecredit,176378,SEK,0
846,990492,FI,FI,carlo.auslander@gmail.com,27/10/2016 09:23 AM,5c4dc0b8bad92d5767,mcdebit,385824,CAD,1
847,209545,DE,DE,chantel.albus@aol.com,27/10/2016 11:32 AM,f7afe533714d63f764,visasuperpremiumcredit,604707,NOK,0
848,785989,SE,SE,zoraida.durocher@aol.com,27/10/2016 11:35 AM,8143052645368c819f,visacommercialpremiumcredit,677692,EUR,0
849,604686,NO,NO,ann.fandel@hotmail.com,27/10/2016 01:05 PM,1ed5923fb0edd7122f,mcsuperpremiumdebit,209104,SEK,0
850,221362,BE,BE,crissy.scoggins@gmail.com,27/10/2016 01:27 PM,cc976b25a30e754301,mcsuperpremiumcredit,180189,SEK,0
851,384458,UA,FR,kendra.kiss@yahoo.com,27/10/2016 02:34 PM,2ad93480beadd1cc4f,mc_androidpay,315934,GBP,1
852,937982,CA,SE,carlo.auslander@gmail.com,27/10/2016 02:39 PM,498d79bce66b774dae,visasaraivacard,844539,AUD,0
853,494418,FI,FI,zoraida.durocher@yahoo.com,27/10/2016 04:23 PM,892f029e50b6acedfe,visacorporatecredit,331696,CAD,0
854,362912,RO,RO,adolfo.spurlock@yahoo.com,27/10/2016 04:51 PM,6284edaf566397abb9,visa_samsungpay,457367,CNY,0
855,141023,CN,CN,ivy.rickenbacker@yahoo.com,27/10/2016 05:11 PM,9028cffb15efb4c05b,mccorporate,605672,NOK,0
856,83695,NL,NL,herlinda.soltis@hotmail.com,27/10/2016 06:28 PM,1a59d485f4f6802a2f,visacommercialcredit,927093,NOK,0
857,131838,BE,BE,wanda.pakele@msn.com,27/10/2016 06:29 PM,3af91cc2f463555856,visaclassic,649667,EUR,0
858,14572,BE,BE,demetrice.lorenzo@gmail.com,27/10/2016 07:54 PM,8f40b09b268c0213c5,mcfleetdebit,306286,NOK,0
859,371107,AU,AU,angelyn.deason@yahoo.com,27/10/2016 10:04 PM,2ca48dec10953d6173,mccorporatecredit,502175,CAD,0
860,393752,NO,NO,chantel.albus@hotmail.com,27/10/2016 10:07 PM,5a82e6189b6a039a1f,travelmoney,544006,SEK,0
861,122312,UA,UA,amado.shoulders@gmail.com,27/10/2016 10:21 PM,d1d373113a225d06a7,mcfleetdebit,833085,CNY,0
862,340674,AU,AU,ouida.riegel@gmail.com,27/10/2016 11:05 PM,9efa630796db38cdca,maestrouk,417775,CNY,0
863,18059,US,US,rubye.granado@yahoo.com,28/10/2016 12:53 AM,bb8b6f20a11a04a3c0,mccredit,501241,CNY,0
864,219229,SE,SE,georgianne.patricia@hotmail.com,28/10/2016 01:26 AM,977820c53435b758f0,bcmc_mobile,139570,CNY,0
865,351053,CA,CA,eliana.hackman@aol.com,28/10/2016 02:15 AM,6a8d78ff824da3bc0e,visahipotecario,782861,CAD,0
866,469974,AU,AU,johnny.digiovanni@aol.com,28/10/2016 02:22 AM,a85f2838787a7b9e71,mcstandarddebit,919552,AUD,0
867,930138,CA,CA,hoa.duffer@gmail.com,28/10/2016 03:04 AM,d1c34dd4d26104d6ee,mcsuperpremiumdebit,171650,GBP,0
868,445303,AU,AU,johnny.digiovanni@aol.com,28/10/2016 03:52 AM,366f46a9d759c5e426,visacorporatedebit,864013,USD,0
869,411982,NO,GB,wanda.pakele@hotmail.com,28/10/2016 04:42 AM,7b8d13a6a2bca22e14,visacredit,287653,NOK,0
870,109665,US,UA,romelia.salgado@yahoo.com,28/10/2016 05:30 AM,e38310d5b97a7295e0,visa_samsungpay,624827,SEK,1
871,698112,RO,GB,rashad.legendre@msn.com,28/10/2016 05:41 AM,43c2af71b946b2fc68,amex,762895,USD,1
872,861435,AU,AU,johnny.digiovanni@aol.com,28/10/2016 06:38 AM,a85f2838787a7b9e71,mcstandarddebit,919552,SEK,0
873,477974,UA,UA,katharine.fahey@msn.com,28/10/2016 08:09 AM,3adaff22e97acb4b42,visasaraivacard,170556,EUR,0
874,996026,NI,AU,pearl.letts@aol.com,28/10/2016 08:59 AM,08d5c7a0b3e7633ad7,visacorporatedebit,429323,NOK,1
875,472686,UA,UA,kathrine.chery@aol.com,28/10/2016 09:40 AM,ecf5e84cba8f3f7562,mc_applepay,864336,GBP,0
876,617556,US,US,annamarie.ogle@msn.com,28/10/2016 01:29 PM,2ba20a833fab96cc47,mcdebit,360426,SEK,0
877,976370,DE,DE,wanda.pakele@aol.com,28/10/2016 01:33 PM,5f032c37277d0e3c6c,mccommercialcredit,515894,CNY,0
878,752079,NI,NI,roosevelt.poor@aol.com,28/10/2016 02:02 PM,f98c321d3bbac6e12d,mcpurchasingdebit,219077,USD,0
879,548440,RO,RO,teresa.hilgefort@gmail.com,28/10/2016 02:22 PM,f00ac873c0cf01e6fd,visa,773788,SEK,0
880,375703,NI,NI,ardelia.mey@msn.com,28/10/2016 02:41 PM,a6521097362064cb3f,visapurchasingdebit,637977,CAD,0
881,646161,GB,GB,margarete.wadlow@msn.com,28/10/2016 03:54 PM,c9786cc88a95481ea5,bcmc,312082,GBP,0
882,540957,CA,CA,eliana.hackman@aol.com,28/10/2016 04:20 PM,6a8d78ff824da3bc0e,visahipotecario,782861,CAD,0
883,204907,DE,GB,leone.bracero@yahoo.com,28/10/2016 04:24 PM,0b8b703cae510327f8,visacorporatecredit,403242,GBP,0
884,141807,NI,NI,jill.reza@gmail.com,28/10/2016 04:26 PM,b3fa1d37be8301ae28,visadankort,416048,AUD,0
885,885900,BE,BE,lannie.holzwarth@hotmail.com,28/10/2016 04:30 PM,3e9716c92cb971eabc,visapurchasingdebit,786631,NOK,0
886,992703,SE,SE,rebecka.sedlak@yahoo.com,28/10/2016 05:01 PM,0f94fba32531ec1f61,visa_androidpay,838467,NOK,0
887,483744,AU,AU,rubye.granado@yahoo.com,28/10/2016 05:18 PM,8ae5a02ad204c0fff5,mcpremiumcredit,156687,EUR,0
888,895438,NI,SE,francesco.mccormack@gmail.com,28/10/2016 05:24 PM,f0d4a5c2c582e03cb0,visasignature,460240,CNY,1
889,25718,UA,CN,rayford.vesey@gmail.com,28/10/2016 09:13 PM,08565c907d367e86b2,mcfleetcredit,505093,CAD,1
890,301109,FR,FR,thomasena.sprayberry@msn.com,28/10/2016 09:19 PM,e4c532c1c964bd5c45,visapurchasing,149448,NOK,0
891,367046,AU,AU,oda.schleich@gmail.com,28/10/2016 10:48 PM,74ce81b1bbb9f143e5,visa_samsungpay,871416,CAD,0
892,379582,NL,NL,demetrice.lorenzo@hotmail.com,28/10/2016 11:23 PM,6190d9d611f384ee48,visapremiumdebit,240588,CAD,0
893,615000,NI,NI,concepcion.waldeck@hotmail.com,29/10/2016 12:11 AM,1e3acf62d52592b47c,mccommercialpremiumdebit,419674,USD,0
894,823655,NI,NI,agatha.mcclendon@gmail.com,29/10/2016 01:02 AM,08b89e2d717e9c0495,visadebit,342457,GBP,0
895,271154,DE,DE,concepcion.waldeck@msn.com,29/10/2016 01:03 AM,d20f95324bbebb2595,visacommercialpremiumdebit,855065,SEK,0
896,983285,FR,FR,arla.foronda@gmail.com,29/10/2016 01:25 AM,79187f668ab2702f05,visabusiness,509089,NOK,0
897,663568,US,US,marta.nathaniel@msn.com,29/10/2016 01:51 AM,95ba290a147b93a879,mcstandarddebit,480730,AUD,0
898,238944,BE,CA,mallory.heyer@gmail.com,29/10/2016 01:54 AM,31f51a7d5ce2213233,mccommercialpremiumdebit,864416,CNY,1
899,874019,GB,GB,dewey.pogue@msn.com,29/10/2016 03:07 AM,87f90beaa1e7a8b557,mccommercialpremiumdebit,829409,SEK,0
900,957085,UA,UA,concepcion.waldeck@hotmail.com,29/10/2016 05:19 AM,fcd0aaf2d1cab970d8,maestro,841849,AUD,0
901,547967,CN,CN,rodolfo.isabelle@yahoo.com,29/10/2016 06:41 AM,073d1f1045f06e0367,visasaraivacard,597658,EUR,0
902,103039,UA,UA,wanda.pakele@hotmail.com,29/10/2016 07:05 AM,a8d758d343b35ddf2f,visacommercialcredit,702648,CAD,0
903,900279,CN,CN,annalisa.anger@hotmail.com,29/10/2016 07:11 AM,3e745aa20435ee2487,maestrouk,730562,CNY,1
904,915478,BE,BE,bertha.desir@yahoo.com,29/10/2016 08:44 AM,fa9bc2b00cad338507,visabusiness,605864,CAD,0
905,293613,CN,CN,rubye.granado@yahoo.com,29/10/2016 09:10 AM,2cab8d39e5718e202b,visacommercialcredit,581422,SEK,0
906,190708,DE,RO,natasha.trader@aol.com,29/10/2016 10:20 AM,40dc9410ea038660e1,mccommercialpremiumdebit,850060,USD,1
907,772595,NL,NL,teresa.hilgefort@gmail.com,29/10/2016 11:33 AM,7c1924819d60ac78a3,mccorporate,512304,GBP,0
908,648588,UA,UA,phil.moreau@yahoo.com,29/10/2016 01:16 PM,32a9147e8c48fc0f2b,mccorporatedebit,821665,AUD,0
909,733661,DE,DE,misty.havlik@yahoo.com,29/10/2016 01:37 PM,ebc7ef20646171e289,visa,767093,NOK,0
910,75938,NL,NL,trinity.steadman@msn.com,29/10/2016 02:11 PM,a36bfc83bc3115e565,amex_samsungpay,519521,AUD,0
911,52782,CA,CA,kendra.kiss@msn.com,29/10/2016 02:24 PM,ebe97f9010a17c1924,mcalphabankbonus,318865,AUD,0
912,619935,CN,BE,rebecka.sedlak@gmail.com,29/10/2016 02:45 PM,b43952b14ebe304a5f,visastandarddebit,852711,AUD,0
913,655085,NI,NI,agatha.mcclendon@gmail.com,29/10/2016 04:42 PM,046b5335e7c262c381,electron,766883,AUD,0
914,650444,NO,NO,annalisa.anger@msn.com,29/10/2016 04:57 PM,d7f18863b7821c20f0,visa_androidpay,114892,NOK,0
915,267382,CN,CN,lieselotte.crichton@gmail.com,29/10/2016 05:07 PM,c74085cb2ebf7dcf54,jcb,621145,GBP,0
916,309366,NO,NO,annabel.stankiewicz@msn.com,29/10/2016 05:48 PM,605d4e27b5b22b755a,electron,746636,GBP,0
917,819930,AU,AU,ouida.riegel@gmail.com,29/10/2016 08:33 PM,f7bd3a637903517fb6,mcpurchasingdebit,707112,SEK,0
918,661609,AU,AU,angelyn.deason@yahoo.com,29/10/2016 09:21 PM,2ca48dec10953d6173,mccorporatecredit,502175,NOK,0
919,352366,BE,CA,jill.reza@yahoo.com,29/10/2016 10:19 PM,f07456eb28ce5337c4,visacorporatedebit,157140,SEK,0
920,314073,FI,FI,amado.shoulders@gmail.com,29/10/2016 10:55 PM,c8856700636b5bf574,visadebit,323959,CAD,0
921,373622,RO,RO,natasha.trader@msn.com,29/10/2016 11:08 PM,4732950acd8118ba58,visasaraivacard,276328,GBP,0
922,321191,GB,GB,margarete.wadlow@msn.com,29/10/2016 11:09 PM,c9786cc88a95481ea5,bcmc,312082,CNY,0
923,124833,UA,UA,concepcion.waldeck@hotmail.com,30/10/2016 02:54 AM,fcd0aaf2d1cab970d8,maestro,841849,SEK,0
924,518377,NI,NI,sherice.tims@yahoo.com,30/10/2016 04:33 AM,836fc2c33d5ca1f530,visacorporate,314103,AUD,0
925,24189,NL,NL,bryce.riffel@hotmail.com,30/10/2016 05:13 AM,9b56064b14a5e32673,mccorporatecredit,771430,USD,0
926,13107,CA,CA,hoa.duffer@gmail.com,30/10/2016 05:20 AM,117ecfdf05a37e99be,vpay,516448,EUR,0
927,979921,RO,RO,rebecka.sedlak@gmail.com,30/10/2016 05:22 AM,46934eac409d48ea8c,visadankort,144599,AUD,0
928,82898,US,US,gaynelle.beausoleil@aol.com,30/10/2016 06:05 AM,5f002b40019cedee81,visasignature,192764,GBP,0
929,247654,NO,GB,wanda.pakele@hotmail.com,30/10/2016 07:36 AM,7b8d13a6a2bca22e14,visacredit,287653,GBP,0
930,77955,AU,AU,lashawnda.chenier@gmail.com,30/10/2016 08:46 AM,e126d107043786506b,visacredit,594515,USD,0
931,926504,US,DE,oda.schleich@msn.com,30/10/2016 08:53 AM,95290979496bc3fc25,visabusiness,690319,SEK,1
932,60317,NO,NO,annabel.stankiewicz@msn.com,30/10/2016 10:05 AM,605d4e27b5b22b755a,electron,746636,NOK,0
933,835992,GB,GB,lon.witman@gmail.com,30/10/2016 11:32 AM,cf612854a51523c2a5,visaproprietary,132354,SEK,0
934,921968,FI,FI,elyse.manalo@yahoo.com,30/10/2016 01:27 PM,1183bc09cec2408a44,mc,454300,EUR,0
935,2968,NL,NL,amanda.bork@gmail.com,30/10/2016 01:40 PM,1f091aa2af7f447691,mcpremiumdebit,235209,NOK,0
936,745750,SE,SE,rebecka.sedlak@yahoo.com,30/10/2016 01:42 PM,5b4126e6a361f3bed1,vpay,184827,CAD,0
937,406752,FR,FR,pearl.letts@gmail.com,30/10/2016 02:53 PM,d3144e1509090d7ac7,mccredit,722297,NOK,0
938,427408,RO,GB,rashad.legendre@msn.com,30/10/2016 04:04 PM,43c2af71b946b2fc68,amex,762895,CNY,1
939,641724,CN,CN,emma.willems@gmail.com,30/10/2016 04:16 PM,d3353458b8834fc2a9,mc_samsungpay,490584,NOK,0
940,45883,UA,UA,mallory.heyer@yahoo.com,30/10/2016 04:39 PM,37bf909cbf7dd570b0,mccorporatedebit,125782,SEK,0
941,703605,DE,NL,phil.moreau@aol.com,30/10/2016 05:23 PM,b5977afd7a42bb47b7,mcpremiumdebit,748881,CNY,0
942,780950,FR,FR,noma.moxley@msn.com,30/10/2016 05:32 PM,97e6945f1a523ba932,visacredit,590818,AUD,0
943,941394,AU,AU,rebecka.sedlak@yahoo.com,30/10/2016 05:53 PM,7df6af354e02767a1d,mcfleetcredit,943618,SEK,0
944,857277,FR,FR,noma.moxley@msn.com,30/10/2016 06:18 PM,19b49136c0d81ab753,visapurchasingcredit,411819,USD,0
945,985167,FI,FI,ivy.rickenbacker@msn.com,30/10/2016 07:04 PM,148c5a59bb1b525d5d,mccommercialcredit,128463,CAD,0
946,890636,AU,AU,crissy.scoggins@yahoo.com,30/10/2016 07:38 PM,14261b94628f318642,mcpurchasingcredit,325161,SEK,0
947,525145,SE,SE,gaynelle.beausoleil@gmail.com,30/10/2016 08:09 PM,e581d2d073f88f8a6c,mcstandardcredit,109641,USD,0
948,417479,DE,NL,leah.gillette@gmail.com,30/10/2016 09:00 PM,2f9e3225203a2c8713,mc_applepay,847152,EUR,0
949,941594,AU,AU,chantel.albus@msn.com,30/10/2016 09:15 PM,d63fe49e6f77615ceb,visa_applepay,796726,NOK,0
950,430599,DE,DE,esther.chavarria@yahoo.com,30/10/2016 10:23 PM,a9841af676de9598e0,mc_samsungpay,450996,USD,1
951,804185,GB,GB,annalisa.anger@hotmail.com,30/10/2016 10:47 PM,fa1b5e2f80624ec24a,mcpremiumdebit,610777,CAD,0
952,992727,DE,DE,ester.hooker@gmail.com,30/10/2016 11:48 PM,883dfc70360bb90bca,visasignature,175068,AUD,0
953,128003,FI,FI,ardelia.mey@hotmail.com,31/10/2016 12:25 AM,e0778f2d504fe266a3,visacommercialdebit,133782,GBP,0
954,702016,DE,DE,ester.hooker@gmail.com,31/10/2016 02:21 AM,9ed343b46432c4ae27,mcpurchasingcredit,632429,GBP,0
955,627450,RO,RO,alejandra.hollinger@gmail.com,31/10/2016 02:49 AM,e05b22a468c572027f,mc,708092,CAD,0
956,287673,RO,RO,wilton.krejci@gmail.com,31/10/2016 03:45 AM,2c854b08e7339c2721,visastandardcredit,453871,NOK,1
957,729380,UA,UA,cruz.oquinn@gmail.com,31/10/2016 03:58 AM,7f41e187e889a24f5f,visastandardcredit,550375,NOK,0
958,893068,FR,FR,arla.foronda@yahoo.com,31/10/2016 04:19 AM,7aaa685a1b2be49bdc,cirrus,825664,GBP,0
959,756749,BE,BE,annalisa.anger@msn.com,31/10/2016 04:29 AM,69a22da08a744aa11b,mccommercialcredit,374657,CNY,0
960,877310,US,US,marta.nathaniel@msn.com,31/10/2016 04:49 AM,95ba290a147b93a879,mcstandarddebit,480730,SEK,0
961,60280,RO,RO,michael.fairfax@hotmail.com,31/10/2016 04:52 AM,9d77349fe451d15413,maestrouk,135877,EUR,1
962,216405,NL,NL,demetrice.lorenzo@hotmail.com,31/10/2016 06:59 AM,6190d9d611f384ee48,visapremiumdebit,240588,EUR,0
963,647435,DE,DE,lorina.bechtel@aol.com,31/10/2016 07:18 AM,9f9d9e192ebc8471eb,amex_samsungpay,988745,USD,0
964,647608,NO,NO,adolfo.spurlock@yahoo.com,31/10/2016 07:40 AM,a51a35012f7702d35d,visaclassic,508131,CNY,0
965,269766,BE,BE,bertha.desir@yahoo.com,31/10/2016 07:40 AM,fa9bc2b00cad338507,visabusiness,605864,NOK,0
966,686585,CA,CA,lashay.creager@msn.com,31/10/2016 08:50 AM,c63dee94c3409c605a,visastandardcredit,212133,USD,0
967,167350,CN,AU,tess.haslett@hotmail.com,31/10/2016 09:29 AM,5348d5a4e06c2098d2,mccommercialpremiumdebit,258058,EUR,0
968,62935,CA,CA,eliana.hackman@aol.com,31/10/2016 09:43 AM,ff9729070f2071d7fb,mccommercialpremiumcredit,849018,USD,0
969,987361,RO,RO,marta.nathaniel@yahoo.com,31/10/2016 10:26 AM,6fed3adc2287e1a05e,visaplatinum,587661,USD,1
970,440508,UA,FR,kendra.kiss@yahoo.com,31/10/2016 10:51 AM,2ad93480beadd1cc4f,mc_androidpay,315934,EUR,1
971,901439,BE,BE,jill.reza@yahoo.com,31/10/2016 11:44 AM,2225543de46b21cae5,"bijcard, mccommercialdebit",983481,CAD,0
972,655788,CN,CN,rebecka.sedlak@gmail.com,31/10/2016 12:04 PM,dc5092abc531617907,visagold,271971,GBP,0
973,927786,BE,BE,herlinda.soltis@msn.com,31/10/2016 12:25 PM,57c8196e3c85dcfc80,bcmc,235301,CNY,0
974,245251,NL,NL,barbara.cullins@aol.com,31/10/2016 01:37 PM,1f8745eb3a07a0a7cc,mcfleetdebit,425156,SEK,0
975,925531,DE,DE,bo.cuddy@msn.com,31/10/2016 02:06 PM,26680097fd742de906,visacorporatedebit,636394,EUR,0
976,908939,UA,UA,caprice.graybeal@yahoo.com,31/10/2016 02:17 PM,40fc689d944790e3c1,mccredit,523190,CNY,1
977,433062,CN,CN,pearl.letts@hotmail.com,31/10/2016 02:19 PM,2048f8ba4f6089fd4f,visasuperpremiumcredit,237360,EUR,0
978,835522,BE,BE,herlinda.soltis@msn.com,31/10/2016 02:27 PM,6f8029299198107d53,visapurchasingdebit,382918,USD,0
979,826721,NI,NI,natasha.trader@msn.com,31/10/2016 02:33 PM,8162b471f7743e51c4,bcmc_mobile,598392,SEK,0
980,101333,FR,FR,lashawnda.chenier@gmail.com,31/10/2016 04:58 PM,9eb49e76f2ba80dbcf,electron,870619,USD,0
981,505661,GB,GB,francesco.mccormack@yahoo.com,31/10/2016 05:33 PM,2083eae7d2f3ec154e,maestro,479204,NOK,0
982,679765,CA,CA,ester.hooker@gmail.com,31/10/2016 07:28 PM,28d5df04bf104e09f5,visa_samsungpay,920507,CAD,1
983,669286,CA,CA,ester.hooker@gmail.com,31/10/2016 07:28 PM,28d5df04bf104e09f5,visa_samsungpay,920507,CAD,1
984,800889,CA,CA,ester.hooker@gmail.com,31/10/2016 07:28 PM,28d5df04bf104e09f5,visa_samsungpay,920507,CNY,1
985,147581,CA,CA,ester.hooker@gmail.com,31/10/2016 07:29 PM,28d5df04bf104e09f5,visa_samsungpay,920507,EUR,1
986,641529,CA,CA,ester.hooker@gmail.com,31/10/2016 07:29 PM,28d5df04bf104e09f5,visa_samsungpay,920507,EUR,1
987,669682,CA,CA,ester.hooker@gmail.com,31/10/2016 07:29 PM,28d5df04bf104e09f5,visa_samsungpay,920507,GBP,1
988,456003,CA,CA,ester.hooker@gmail.com,31/10/2016 07:29 PM,28d5df04bf104e09f5,visa_samsungpay,920507,NOK,1
989,265731,US,US,romelia.salgado@yahoo.com,31/10/2016 07:30 PM,975ebe77d175a1273d,mc_samsungpay,946867,SEK,1
990,683968,CA,CA,ester.hooker@gmail.com,31/10/2016 07:30 PM,28d5df04bf104e09f5,visa_samsungpay,920507,USD,1
991,912732,CA,CA,ester.hooker@gmail.com,31/10/2016 07:30 PM,28d5df04bf104e09f5,visa_samsungpay,920507,CAD,1
992,297199,CA,CA,ester.hooker@gmail.com,31/10/2016 07:30 PM,28d5df04bf104e09f5,visa_samsungpay,920507,USD,1
993,970032,UA,UA,brandee.solomon@aol.com,31/10/2016 08:03 PM,9f6a0cfab1d51b8d51,mccommercialcredit,307313,CAD,1
994,290841,UA,UA,dewey.pogue@yahoo.com,31/10/2016 08:39 PM,ebd1c12c363c3a882c,electron,305086,USD,0
995,973327,CA,CA,hoa.duffer@gmail.com,31/10/2016 10:23 PM,370314c6769bd00db0,visafleetdebit,467310,CAD,0
996,616502,BE,BE,judy.minix@aol.com,31/10/2016 11:00 PM,b5528a179b09ba83dc,mcpurchasingdebit,303234,SEK,0
997,792094,AU,AU,magaret.franchi@yahoo.com,01/11/2016 12:18 AM,c7bcfa17e52d9eac7f,visa,299086,CNY,0
998,502473,RO,RO,crissy.scoggins@gmail.com,01/11/2016 03:02 AM,c659fb140b85f3dd89,amex,242314,EUR,0
999,892204,CN,CN,sherice.tims@yahoo.com,01/11/2016 04:48 AM,75b54270b10092ed3c,cirrus,656906,NOK,0
